0,1467810369,Mon Apr 06 22:19:45 PDT 2009,NO_QUERY,_TheSpecialOne_,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
0,1981904354,Sun May 31 10:07:44 PDT 2009,NO_QUERY,yadikeith,@GoldyMom about 3 hours away from here. He took a temperary Job there. But only for a week. Still makes me sad that he won't be here. 
0,1981904639,Sun May 31 10:07:46 PDT 2009,NO_QUERY,larfo,what's up with gmail's spam filter?  in the past week it has let thru more spam than i would usually get in several months 
0,1981904658,Sun May 31 10:07:46 PDT 2009,NO_QUERY,Lornaaaa,@siopa0 The weather sucks heree!  No sun 
0,1981904666,Sun May 31 10:07:46 PDT 2009,NO_QUERY,whitneyjordan,"driving to the middle of nowhere oklahoma, i'll be there till friday and won't have internet or cell service "
0,1981904780,Sun May 31 10:07:47 PDT 2009,NO_QUERY,JDAFilm,"@LisaMurray ((sniff sniff)) still no lisa.. my day is incomplete...   Oh well, I hae film to shoot anyhow lol procrastination kills me!"
0,1981904790,Sun May 31 10:07:47 PDT 2009,NO_QUERY,Jamesrbeaumont,is not looking forward to 2 exams tomorrow! 
0,1981904856,Sun May 31 10:07:47 PDT 2009,NO_QUERY,SparksFanatic3,Disappointed That Tha Cavs Lost Having A Bad Day 
0,1981905202,Sun May 31 10:07:50 PDT 2009,NO_QUERY,JessicaNewby,"Been out for dinner with the grandma, revised and going out with Chel and Abi in a bit. Don't want to do maths test tomorrow "
0,1981905331,Sun May 31 10:07:51 PDT 2009,NO_QUERY,Danette_Corwin,"Having wonderful Fantastic day in NH the sun came out then it poke it's head behind some clouds, I think it's gonna RAIN! yuk! "
0,1981905402,Sun May 31 10:07:52 PDT 2009,NO_QUERY,neilh23,"Home! Primavera was great(am deaf from MBV,Sunn0))),Jesu &amp; GFK),but lots of hassle with apartment "
0,1981905446,Sun May 31 10:07:52 PDT 2009,NO_QUERY,MissPrecious2,@iLadySyncere can't.  my moms on the comp &amp; my lappy updating still  wat he talkin about?
0,1981905489,Sun May 31 10:07:52 PDT 2009,NO_QUERY,murdeh,Work almost done. Having a little break. I have blood on my scrubs that doesnt belong to me 
0,1981906080,Sun May 31 10:07:57 PDT 2009,NO_QUERY,simalves,@Nic0pic0 Hi We seem to be on here at different times - I usually am on till 3am - ha ha - few days more for the holidays - then school 
0,1981906234,Sun May 31 10:07:58 PDT 2009,NO_QUERY,valpretzel217,I really hate going to work this early.. especially when I only get a few hrs of sleep.. ughh my eyes burn 
0,1981906241,Sun May 31 10:07:58 PDT 2009,NO_QUERY,amburrxmarie,dont feel good; hanging at home all day i guess. i miss blake. 
0,1981906358,Sun May 31 10:07:59 PDT 2009,NO_QUERY,nick_klashka,awwww the cafe is closed until future notice!?!?! now where can cole &amp; i eat? 
0,1981906367,Sun May 31 10:07:59 PDT 2009,NO_QUERY,rightgrrl75,"french open-- just found out that nadal is OUT   stunned!!  ok FEDERER, this is your year!  go roger!"
0,1981906702,Sun May 31 10:08:02 PDT 2009,NO_QUERY,SarcasticFairy,My eyelids are only recovering from the rainbow staining... Do you think it's too soon to throw bright colours at them again? 
0,1981906918,Sun May 31 10:08:03 PDT 2009,NO_QUERY,rsmith4366,jp ended the party early   
0,1981907276,Sun May 31 10:08:06 PDT 2009,NO_QUERY,FabioSantosJr,god i hope i aint getting sick again. That would suck. 
0,1981907936,Sun May 31 10:08:10 PDT 2009,NO_QUERY,CaliforniaHoney,@Lizziedeh Should I splurge on te last Sookie in hardback or not? Eric would spoil Sook 4 anyone else. Never Bill. Quin disappointed me. 
